repo,commit,url,time,cmd,summary,changed,missing,exts,langs,missing change?,reason
Alamofire/Alamofire,e68cfdf,https://github.com/Alamofire/Alamofire/commit/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede,0.43,iccheck -r ./repos/Alamofire/Alamofire --from e68cfdf^ --to e68cfdf,"4 chunks changed, 30 chunks missing change","https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L366, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L376-L378, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L390, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L402","https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L232-L234, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L280-L282, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L803-L829, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L306, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L328-L330, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L270, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L294, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L318, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L342, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L354, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L246, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L258, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L639, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L851-L853, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L978-L980, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L589-L615, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L414, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L676-L711, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L930-L956, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L992, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L841, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L627, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L1004, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L968, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L877, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L755-L790, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L452, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L503, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L865, https://github.com/Alamofire/Alamofire/blob/e68cfdf9c5aa4e69f675198a3cf8bef72c7cdede/Tests/ParameterEncoderTests.swift#L793",.swift,Swift,,
apache/spark,b3877894,https://github.com/apache/spark/commit/b3877894acb512477d41038269f20158d7bca8f3,13.41,iccheck -r ./repos/apache/spark --from b3877894^ --to b3877894,"1 chunks changed, 7 chunks missing change",https://github.com/apache/spark/blob/b3877894acb512477d41038269f20158d7bca8f3/sql/core/src/main/scala/org/apache/spark/sql/functions.scala#L5763-L5764,"https://github.com/apache/spark/blob/b3877894acb512477d41038269f20158d7bca8f3/sql/core/src/main/scala/org/apache/spark/sql/functions.scala#L5783-L5784, https://github.com/apache/spark/blob/b3877894acb512477d41038269f20158d7bca8f3/sql/core/src/main/scala/org/apache/spark/sql/functions.scala#L5793-L5794, https://github.com/apache/spark/blob/b3877894acb512477d41038269f20158d7bca8f3/sql/core/src/main/scala/org/apache/spark/sql/functions.scala#L5773-L5774, https://github.com/apache/spark/blob/b3877894acb512477d41038269f20158d7bca8f3/connector/connect/client/jvm/src/main/scala/org/apache/spark/sql/functions.scala#L6003-L6004, https://github.com/apache/spark/blob/b3877894acb512477d41038269f20158d7bca8f3/connector/connect/client/jvm/src/main/scala/org/apache/spark/sql/functions.scala#L6023-L6024, https://github.com/apache/spark/blob/b3877894acb512477d41038269f20158d7bca8f3/connector/connect/client/jvm/src/main/scala/org/apache/spark/sql/functions.scala#L6033-L6034, https://github.com/apache/spark/blob/b3877894acb512477d41038269f20158d7bca8f3/connector/connect/client/jvm/src/main/scala/org/apache/spark/sql/functions.scala#L6013-L6014",.scala,Scala,,
tensorflow/tensorflow,6d52dddf,https://github.com/tensorflow/tensorflow/commit/6d52dddf9bb4c9498bb07e455f12db8dd240ceb1,14.97,iccheck -r ./repos/tensorflow/tensorflow --from 6d52dddf^ --to 6d52dddf,"3 chunks changed, 3 chunks missing change","https://github.com/tensorflow/tensorflow/blob/6d52dddf9bb4c9498bb07e455f12db8dd240ceb1/third_party/xla/xla/tests/collective_pipeline_parallelism_test.cc#L384-L388, https://github.com/tensorflow/tensorflow/blob/6d52dddf9bb4c9498bb07e455f12db8dd240ceb1/third_party/xla/xla/tests/collective_pipeline_parallelism_test.cc#L501-L502, https://github.com/tensorflow/tensorflow/blob/6d52dddf9bb4c9498bb07e455f12db8dd240ceb1/third_party/xla/xla/tests/collective_pipeline_parallelism_test.cc#L504-L505","https://github.com/tensorflow/tensorflow/blob/6d52dddf9bb4c9498bb07e455f12db8dd240ceb1/third_party/xla/xla/tests/collective_pipeline_parallelism_test.cc#L633-L637, https://github.com/tensorflow/tensorflow/blob/6d52dddf9bb4c9498bb07e455f12db8dd240ceb1/third_party/xla/xla/tests/collective_pipeline_parallelism_test.cc#L774-L775, https://github.com/tensorflow/tensorflow/blob/6d52dddf9bb4c9498bb07e455f12db8dd240ceb1/third_party/xla/xla/tests/collective_pipeline_parallelism_test.cc#L771-L772",.cc,C++,,
exacity/deeplearningbook-chinese,a03e98d,https://github.com/exacity/deeplearningbook-chinese/commit/a03e98d2298528a13779f9fc4c8e7f8c1bd204f7,1.82,iccheck -r ./repos/exacity/deeplearningbook-chinese --from a03e98d^ --to a03e98d,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/a03e98d2298528a13779f9fc4c8e7f8c1bd204f7/Chapter8/optimization_for_training_deep_models.tex#L1395,https://github.com/exacity/deeplearningbook-chinese/blob/a03e98d2298528a13779f9fc4c8e7f8c1bd204f7/docs/_posts/2016-12-08-Chapter8_optimization_for_training_deep_models.md#L1397,".md, .tex",TeX,,
koalaman/shellcheck,a37803d,https://github.com/koalaman/shellcheck/commit/a37803d2b873329f062788f5bcfd20fca8f45edc,0.05,iccheck -r ./repos/koalaman/shellcheck --from a37803d^ --to a37803d,"1 chunks changed, 1 chunks missing change",https://github.com/koalaman/shellcheck/blob/a37803d2b873329f062788f5bcfd20fca8f45edc/src/ShellCheck/Formatter/CheckStyle.hs#L28,https://github.com/koalaman/shellcheck/blob/a37803d2b873329f062788f5bcfd20fca8f45edc/src/ShellCheck/Formatter/GCC.hs#L27,.hs,Haskell,,
FelisCatus/SwitchyOmega,c6ce0e0,https://github.com/FelisCatus/SwitchyOmega/commit/c6ce0e0be9048ce32fea55064158fcea3937f3d6,1.49,iccheck -r ./repos/FelisCatus/SwitchyOmega --from c6ce0e0^ --to c6ce0e0,"1 chunks changed, 1 chunks missing change",https://github.com/FelisCatus/SwitchyOmega/blob/c6ce0e0be9048ce32fea55064158fcea3937f3d6/omega-locales/uk/LC_MESSAGES/omega-web.po#L105-L109,https://github.com/FelisCatus/SwitchyOmega/blob/c6ce0e0be9048ce32fea55064158fcea3937f3d6/omega-locales/ru/LC_MESSAGES/omega-web.po#L106-L110,.po,,,
microsoft/PowerToys,1b27500,https://github.com/microsoft/PowerToys/commit/1b27500231b0bc14aa362e03786dd8ef7e6cdca1,2.93,iccheck -r ./repos/microsoft/PowerToys --from 1b27500^ --to 1b27500,"1 chunks changed, 3 chunks missing change",https://github.com/microsoft/PowerToys/blob/1b27500231b0bc14aa362e03786dd8ef7e6cdca1/src/modules/launcher/Plugins/Community.PowerToys.Run.Plugin.ValueGenerator/GeneratorData.cs#L1-L15,"https://github.com/microsoft/PowerToys/blob/1b27500231b0bc14aa362e03786dd8ef7e6cdca1/src/modules/launcher/Plugins/Community.PowerToys.Run.Plugin.UnitConverter/ConvertModel.cs#L1-L15, https://github.com/microsoft/PowerToys/blob/1b27500231b0bc14aa362e03786dd8ef7e6cdca1/src/modules/launcher/Plugins/Microsoft.Plugin.Indexer/ContextMenu.cs#L1-L15, https://github.com/microsoft/PowerToys/blob/1b27500231b0bc14aa362e03786dd8ef7e6cdca1/src/modules/launcher/PowerLauncher/Storage/Record.cs#L1-L15",.cs,C#,,
exacity/deeplearningbook-chinese,86d4a69,https://github.com/exacity/deeplearningbook-chinese/commit/86d4a69d786072b1c3cf331fd36cac3b8980a718,0.25,iccheck -r ./repos/exacity/deeplearningbook-chinese --from 86d4a69^ --to 86d4a69,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/86d4a69d786072b1c3cf331fd36cac3b8980a718/Chapter19/approximate_inference.tex#L169-L172,https://github.com/exacity/deeplearningbook-chinese/blob/86d4a69d786072b1c3cf331fd36cac3b8980a718/docs/_posts/2016-12-19-Chapter19_approximate_inference.md#L169-L172,".md, .tex",TeX,,
kubernetes/kubernetes,fbdfb9d8d90,https://github.com/kubernetes/kubernetes/commit/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4,12.77,iccheck -r ./repos/kubernetes/kubernetes --from fbdfb9d8d90^ --to fbdfb9d8d90,"1 chunks changed, 44 chunks missing change",https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L62405-L62411,"https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L25825-L25831, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L28373-L28379, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L22277-L22283, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L20692-L20698, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L13332-L13338, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L14323-L14329, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L15248-L15254, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L16181-L16187, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L19338-L19344, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L29208-L29214, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L23984-L23990, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L29643-L29649, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L28892-L28898, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L28414-L28420, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L29732-L29738, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L33897-L33903, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L6856-L6862, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L10403-L10409, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L9930-L9936, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L9585-L9591, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L49955-L49961, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L35205-L35211, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L33546-L33552, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L9241-L9247, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L6511-L6517, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L8704-L8710, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L8103-L8109, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L7556-L7562, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L28994-L29000, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L7202-L7208, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L59918-L59924, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L26344-L26350, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L24051-L24057, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L25492-L25498, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L17116-L17122, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L24457-L24463, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L55458-L55464, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/pkg/generated/openapi/zz_generated.openapi.go#L6179-L6185, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/staging/src/k8s.io/apiextensions-apiserver/pkg/generated/openapi/zz_generated.openapi.go#L466-L472, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/staging/src/k8s.io/apiserver/pkg/util/openapi/enablement_test.go#L75-L81, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/staging/src/k8s.io/apiextensions-apiserver/pkg/generated/openapi/zz_generated.openapi.go#L6335-L6341, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/staging/src/k8s.io/code-generator/examples/apiserver/openapi/zz_generated.openapi.go#L2361-L2367, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/staging/src/k8s.io/kube-aggregator/pkg/generated/openapi/zz_generated.openapi.go#L2361-L2367, https://github.com/kubernetes/kubernetes/blob/fbdfb9d8d90ac4d0a54f87c4944085d6727e25f4/staging/src/k8s.io/sample-apiserver/pkg/generated/openapi/zz_generated.openapi.go#L2359-L2365",.go,Go,,
exacity/deeplearningbook-chinese,db7517e,https://github.com/exacity/deeplearningbook-chinese/commit/db7517e7c929be866c35ffa7e02ce9b0432401a8,5.91,iccheck -r ./repos/exacity/deeplearningbook-chinese --from db7517e^ --to db7517e,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/db7517e7c929be866c35ffa7e02ce9b0432401a8/docs/_posts/2016-12-12-Chapter12_applications.md#L1118,https://github.com/exacity/deeplearningbook-chinese/blob/db7517e7c929be866c35ffa7e02ce9b0432401a8/Chapter12/applications.tex#L1114,".md, .tex",TeX,,
tauri-apps/tauri,88552d6,https://github.com/tauri-apps/tauri/commit/88552d66c3e79561eaf9c554a091e1d734238824,0.44,iccheck -r ./repos/tauri-apps/tauri --from 88552d6^ --to 88552d6,"1 chunks changed, 4 chunks missing change",https://github.com/tauri-apps/tauri/blob/88552d66c3e79561eaf9c554a091e1d734238824/Cargo.lock#L4179,"https://github.com/tauri-apps/tauri/blob/88552d66c3e79561eaf9c554a091e1d734238824/tooling/cli/Cargo.lock#L5627, https://github.com/tauri-apps/tauri/blob/88552d66c3e79561eaf9c554a091e1d734238824/examples/api/src-tauri/Cargo.lock#L3496, https://github.com/tauri-apps/tauri/blob/88552d66c3e79561eaf9c554a091e1d734238824/examples/plugins/tauri-plugin-example/Cargo.lock#L2929, https://github.com/tauri-apps/tauri/blob/88552d66c3e79561eaf9c554a091e1d734238824/examples/web/core/Cargo.lock#L4068",.lock,,,
shadowsocks/shadowsocks-windows,73bc7ea,https://github.com/shadowsocks/shadowsocks-windows/commit/73bc7ea87d2897753a6119bbbdbc04decb337709,0.06,iccheck -r ./repos/shadowsocks/shadowsocks-windows --from 73bc7ea^ --to 73bc7ea,"1 chunks changed, 1 chunks missing change",https://github.com/shadowsocks/shadowsocks-windows/blob/73bc7ea87d2897753a6119bbbdbc04decb337709/Shadowsocks.WPF/Utils/Utilities.cs#L42,https://github.com/shadowsocks/shadowsocks-windows/blob/73bc7ea87d2897753a6119bbbdbc04decb337709/Shadowsocks.WPF/Utils/FileManager.cs#L61,.cs,C#,,
exacity/deeplearningbook-chinese,8afed75,https://github.com/exacity/deeplearningbook-chinese/commit/8afed754b40b7491ca96da9e22cd89d89cd30b9d,4.27,iccheck -r ./repos/exacity/deeplearningbook-chinese --from 8afed75^ --to 8afed75,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/8afed754b40b7491ca96da9e22cd89d89cd30b9d/Chapter20/deep_generative_models.tex#L1319,https://github.com/exacity/deeplearningbook-chinese/blob/8afed754b40b7491ca96da9e22cd89d89cd30b9d/docs/_posts/2016-12-20-Chapter20_deep_generative_models.md#L1329,".md, .tex",TeX,,
ChrisTitusTech/winutil,da824d5,https://github.com/ChrisTitusTech/winutil/commit/da824d58a745ac74085ac87c31ef051718ed5c8d,14.65,iccheck -r ./repos/ChrisTitusTech/winutil --from da824d5^ --to da824d5,"1 chunks changed, 1 chunks missing change",https://github.com/ChrisTitusTech/winutil/blob/da824d58a745ac74085ac87c31ef051718ed5c8d/winutil.ps1#L12307,https://github.com/ChrisTitusTech/winutil/blob/da824d58a745ac74085ac87c31ef051718ed5c8d/config/tweaks.json#L3014,".json, .ps1",PowerShell,,
exacity/deeplearningbook-chinese,8afed75,https://github.com/exacity/deeplearningbook-chinese/commit/8afed754b40b7491ca96da9e22cd89d89cd30b9d,4.27,iccheck -r ./repos/exacity/deeplearningbook-chinese --from 8afed75^ --to 8afed75,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/8afed754b40b7491ca96da9e22cd89d89cd30b9d/Chapter12/applications.tex#L239,https://github.com/exacity/deeplearningbook-chinese/blob/8afed754b40b7491ca96da9e22cd89d89cd30b9d/docs/_posts/2016-12-12-Chapter12_applications.md#L246,".md, .tex",TeX,,
iina/iina,f860b74,https://github.com/iina/iina/commit/f860b74560ac6cf0065d81e787bfafc8d3680735,2.65,iccheck -r ./repos/iina/iina --from f860b74^ --to f860b74,"1 chunks changed, 4 chunks missing change",https://github.com/iina/iina/blob/f860b74560ac6cf0065d81e787bfafc8d3680735/iina/PrefOSCToolbarDraggingItemViewController.xib#L12,"https://github.com/iina/iina/blob/f860b74560ac6cf0065d81e787bfafc8d3680735/iina/Base.lproj/SubChooseViewController.xib#L12, https://github.com/iina/iina/blob/f860b74560ac6cf0065d81e787bfafc8d3680735/iina/Base.lproj/CropSettingsViewController.xib#L12, https://github.com/iina/iina/blob/f860b74560ac6cf0065d81e787bfafc8d3680735/iina/Base.lproj/PrefOSCToolbarSettingsSheetController.xib#L12, https://github.com/iina/iina/blob/f860b74560ac6cf0065d81e787bfafc8d3680735/iina/Base.lproj/HistoryWindowController.xib#L12",.xib,,,
